term,airplane,ant,apartment,arch,arm,barn,bear,bed,bee,beetle,bell,bicycle,bottle,butterfly,car,carrot,cat,celery,chair,chimney,chisel,church,closet,coat,corn,cow,cup,desk,dog,door,dress,dresser,eye,fly,foot,glass,hammer,hand,horse,house,igloo,key,knife,leg,lettuce,pants,pliers,refrigerator,saw,screwdriver,shirt,skirt,spoon,table,telephone,tomato,train,truck,watch,window
airplane,1,0.322143785,0.401434288,0.303825814,0.421511525,0.349729805,0.465931729,0.417464656,0.35197973,0.660693054,0.077864006,0.432516532,0.231548404,0.431516403,0.406920396,0.433479919,0.270012141,0.312766356,0.214989367,0.32866792,0.361938912,0.422114047,0.262283987,0.521572132,0.421195229,0.317822057,0.031020415,0.452504111,0.409381089,0.297794264,0.303922826,0.327043096,0.42541154,0.476475066,0.226647462,0.252508266,0.374442975,0.440442911,0.468240965,0.427201165,0.28396754,0.314738005,0.348985029,0.266422443,0.200433538,0.234608061,0.386064552,0.348675578,0.244241247,0.306716403,0.429569069,0.258987285,0.310532327,0.381775186,0.440111337,0.206749943,0.541015313,0.347654347,0.010613395,0.427754416
ant,0.322143785,1,0.178034612,0.3050575,0.500461187,0.316752364,0.638361771,0.426120783,0.207662479,0.592614588,0.091385078,0.420430729,0.249681297,0.492899552,0.539482027,0.446620315,0.348552587,0.072157933,0.095925439,0.557208568,0.412265555,0.393901056,0.150012253,0.664386809,0.457012101,0.492170411,-0.168152688,0.455426071,0.488146583,0.297391423,0.612907628,0.512445569,0.252849438,0.512432848,0.375355959,0.207797871,-0.037657565,0.588480027,0.415922003,0.078043128,0.02349458,0.629112499,0.549096801,0.271025124,0.540376589,0.379952775,0.655258502,0.565428424,0.463145839,0.525351475,0.308304825,0.219560018,0.48730754,0.10093258,0.498998945,-0.021612935,0.356470731,0.060065057,-0.241953488,0.169131495
apartment,0.401434288,0.178034612,1,0.292548207,0.162215701,0.518903845,0.30687259,0.417312827,0.375942219,0.210133588,0.454062753,0.515817365,0.368426968,0.404910857,0.450364923,0.616809101,0.107732311,0.335223317,0.491842783,0.395257407,0.491134292,0.671343625,0.580338464,0.178650441,0.213864936,0.388776,0.436776176,0.347416841,0.437059543,0.545395001,0.392809955,0.573227423,0.238015113,0.343688113,0.233773541,0.490277093,0.350151001,0.144743525,0.527481879,0.666373173,0.539582602,0.218337941,0.303363338,0.402997324,0.220237547,0.363330662,0.198121362,0.446931159,0.331981826,0.239986737,0.449726957,0.512811829,0.41053504,0.496397005,0.524072445,0.578373316,0.463294835,0.24111586,0.381468635,0.602480673
arch,0.303825814,0.3050575,0.292548207,1,0.405307686,0.394058156,0.394957651,0.245623624,0.444985926,0.372655731,0.294906086,0.501466424,0.353136434,0.555754942,0.391676624,0.205419666,0.266872616,0.207767024,0.238022662,0.47494755,0.229172814,0.404741005,0.388364747,0.273435227,0.374677676,0.501592325,0.035075195,0.580654024,0.258044237,0.310483469,0.262588393,0.520426361,0.306679666,0.135146257,0.185891082,0.117840544,0.008909934,0.331003623,0.288548701,0.207261135,0.181997474,0.421331484,0.114392864,0.344299265,0.290722503,0.363484582,0.360665881,0.383734158,0.410438734,0.332079985,0.296084599,0.347428328,0.260898635,0.388300587,0.391252256,0.05542159,0.2986774,0.137071887,0.01088495,0.292722069
arm,0.421511525,0.500461187,0.162215701,0.405307686,1,0.37978269,0.511076152,0.318265196,0.27875963,0.495957467,0.197418538,0.456362985,0.328860469,0.498680566,0.559175146,0.38073171,0.364484148,0.106559236,0.205856243,0.479369959,0.383475722,0.338147157,0.20983714,0.559017734,0.4523938,0.489284483,-0.1343783,0.452153452,0.442799404,0.187856105,0.448337387,0.427308797,0.332624446,0.523026459,0.506552822,0.217478691,0.12145223,0.61402374,0.462787476,0.207223134,0.157830107,0.566469855,0.474480304,0.438525519,0.399268334,0.466424989,0.52908538,0.486554609,0.521961782,0.419040158,0.329719431,0.318410532,0.443442761,0.173907593,0.363633272,-0.008113765,0.37951791,0.271400833,-0.128252855,0.185323485
barn,0.349729805,0.316752364,0.518903845,0.394058156,0.37978269,1,0.343857634,0.428695273,0.39426706,0.287412102,0.231421056,0.524183546,0.434781865,0.523680953,0.519347996,0.415947719,0.278003492,0.356770288,0.23104233,0.692482144,0.366599417,0.636654071,0.498735901,0.390146021,0.384769171,0.302748519,0.235804869,0.428987615,0.351481987,0.598241637,0.369662682,0.541406016,0.342540637,0.358926838,0.183952429,0.443290092,0.122741037,0.300915598,0.621866063,0.412070413,0.433429508,0.30557058,0.273771127,0.39773411,0.284697195,0.257326945,0.3670556,0.47383977,0.273527124,0.362841125,0.557038947,0.299054335,0.493792229,0.440235248,0.596820864,0.301397058,0.539767491,0.307955525,0.060856102,0.494106567
bear,0.465931729,0.638361771,0.30687259,0.394957651,0.511076152,0.343857634,1,0.451959794,0.279283447,0.702124348,0.175179028,0.519365454,0.310314247,0.602425756,0.648830709,0.506186742,0.388902219,0.069979553,0.116989781,0.561546608,0.493139302,0.498153267,0.148997258,0.737473757,0.392224692,0.59395285,-0.139291074,0.52251789,0.657207708,0.291409347,0.660319458,0.586879539,0.447156755,0.500669248,0.388721788,0.269561,0.048092788,0.600506866,0.45191258,0.159430867,0.077804266,0.626309613,0.516403895,0.236184276,0.576344891,0.485903711,0.679644753,0.76296566,0.661832007,0.524881573,0.323823102,0.266083593,0.493257471,0.165339871,0.520565155,0.116905931,0.393207858,0.098659182,-0.224558584,0.19930688
bed,0.417464656,0.426120783,0.417312827,0.245623624,0.318265196,0.428695273,0.451959794,1,0.301387906,0.5128654,0.030124692,0.294585186,0.226637513,0.472482915,0.418239579,0.382830849,-0.020771319,0.092243569,0.186412534,0.562781935,0.362757846,0.467073138,0.310936892,0.521343019,0.535553338,0.423235503,-0.041015449,0.442222194,0.580945066,0.378835589,0.465571545,0.445529363,0.126279564,0.303742685,0.323976873,0.170555571,0.015059529,0.396092178,0.49642515,0.415101456,0.116732163,0.337105793,0.468123625,0.260252439,0.435379394,0.255937905,0.606108715,0.481337944,0.299579801,0.429421042,0.310528813,0.093695777,0.37546038,0.333814499,0.555785513,0.067536242,0.442568748,0.028240885,-0.054536809,0.45723091
bee,0.35197973,0.207662479,0.375942219,0.444985926,0.27875963,0.39426706,0.279283447,0.301387906,1,0.391976317,0.381865485,0.443876417,0.365968851,0.45898273,0.233545049,0.122949705,0.294614605,0.482220065,0.340475055,0.397844834,0.252013576,0.42375172,0.536020954,0.10540939,0.26621264,0.482590759,0.436409127,0.222701962,0.432807806,0.292989854,0.143775762,0.230246984,0.489491375,0.194711131,0.030108682,0.322649303,0.294507081,0.019077984,0.422113577,0.501212465,0.506297865,0.064800049,0.182054226,0.430950562,0.163924214,0.248536934,0.108477379,0.196756417,0.078455059,-0.026334497,0.482859457,0.429720514,0.266656892,0.505389906,0.460235525,0.426747455,0.299111807,0.309982779,0.506088014,0.490095631
beetle,0.660693054,0.592614588,0.210133588,0.372655731,0.495957467,0.287412102,0.702124348,0.5128654,0.391976317,1,0.154612774,0.490891057,0.215687572,0.512162634,0.470777476,0.360635807,0.270792197,0.165634269,0.081800082,0.491084079,0.380503424,0.406816492,0.167699931,0.694172998,0.481973041,0.445510623,-0.161736088,0.53664557,0.549724624,0.225918035,0.430893178,0.401814377,0.407243496,0.431062069,0.334823265,0.138405955,0.161265698,0.545706329,0.45085212,0.243755563,0.101669543,0.50433742,0.4635881,0.238467325,0.45072003,0.370885009,0.618819234,0.526472566,0.444802496,0.427623097,0.336179911,0.203915739,0.378754293,0.298887023,0.489481053,0.118835998,0.482119117,0.194959062,-0.111113441,0.271876803
