term,airplane,ant,apartment,arch,arm,barn,bear,bed,bee,beetle,bell,bicycle,bottle,butterfly,car,carrot,cat,celery,chair,chimney,chisel,church,closet,coat,corn,cow,cup,desk,dog,door,dress,dresser,eye,fly,foot,glass,hammer,hand,horse,house,igloo,key,knife,leg,lettuce,pants,pliers,refrigerator,saw,screwdriver,shirt,skirt,spoon,table,telephone,tomato,train,truck,watch,window
airplane,1,0.722792673,0.7333148,0.709134887,0.611928076,0.801912408,0.828290269,0.729726117,0.818343169,0.793873121,0.799111784,0.84364561,0.654318991,0.68822445,0.745591438,0.713950478,0.677270354,0.582738481,0.690254812,0.789290383,0.713600064,0.706253229,0.748006524,0.817677687,0.699528904,0.769298395,0.625303098,0.768639401,0.724007169,0.699127401,0.74992902,0.787165726,0.826607947,0.822812718,0.709507446,0.55998948,0.603537616,0.669398056,0.830323243,0.730749015,0.724672454,0.642872701,0.6249867,0.521595677,0.742056319,0.704128763,0.633766229,0.718935416,0.715040821,0.541481222,0.766515301,0.729970319,0.706857876,0.780612645,0.789244122,0.541359952,0.822605725,0.880917312,0.751133301,0.74212227
ant,0.722792673,1,0.458603101,0.398586211,0.635829456,0.505037455,0.777583321,0.582138016,0.800049469,0.776169155,0.675206668,0.783338758,0.571693032,0.619422411,0.598767616,0.554287526,0.754469333,0.512512812,0.52252058,0.636946282,0.619803448,0.467081394,0.514300303,0.731850374,0.619320153,0.834808854,0.536993024,0.437965728,0.800460746,0.531765466,0.725914156,0.48025565,0.711491698,0.814444882,0.659345614,0.394931358,0.590045484,0.691927354,0.691065309,0.474113703,0.617471515,0.675458094,0.598748876,0.636324321,0.689798887,0.711352484,0.658762767,0.515285692,0.620888396,0.578977407,0.688386651,0.731742127,0.643021507,0.553149834,0.688430578,0.411848418,0.625851346,0.623240117,0.691496217,0.481416471
apartment,0.7333148,0.458603101,1,0.85263397,0.231246861,0.86873673,0.762514217,0.785024493,0.70316454,0.649770817,0.722088722,0.689023926,0.648570301,0.766716317,0.722454283,0.399071455,0.59665849,0.295192793,0.722703039,0.806728889,0.584987231,0.86457651,0.826335944,0.690409427,0.64987897,0.608525175,0.61599321,0.79175051,0.621619848,0.845000981,0.636133353,0.800104462,0.744343448,0.561849345,0.448295979,0.698239254,0.356401056,0.482260336,0.698720549,0.89255608,0.753174962,0.583413792,0.406868658,0.445906889,0.730971261,0.657407995,0.503168288,0.851915746,0.529686243,0.255474917,0.737148653,0.679265063,0.494631212,0.68627747,0.677114393,0.5878244,0.822749528,0.710393427,0.605498872,0.871234169
arch,0.709134887,0.398586211,0.85263397,1,0.280516497,0.770293244,0.671839762,0.672149049,0.604512597,0.568431229,0.698182583,0.630248566,0.645831232,0.62696496,0.692750988,0.43880797,0.491564739,0.316577191,0.645631875,0.717016783,0.567810011,0.774188114,0.738418121,0.606607053,0.620525934,0.506031606,0.657002693,0.742040004,0.50595727,0.765631485,0.560488847,0.789760667,0.680787129,0.489603209,0.435039836,0.634175822,0.427287858,0.423683991,0.610092687,0.774140814,0.672665948,0.536075878,0.50039137,0.395334926,0.636221474,0.588114407,0.49227023,0.756289255,0.596793055,0.351044379,0.621338722,0.551122054,0.488236771,0.695106681,0.569046417,0.525820496,0.800162239,0.693101078,0.561291958,0.787758096
arm,0.611928076,0.635829456,0.231246861,0.280516497,1,0.356480286,0.529558344,0.465465233,0.567509768,0.531996479,0.459059627,0.698629707,0.5398708,0.300019552,0.389628322,0.652083384,0.518258497,0.550445837,0.494652372,0.5137902,0.62491266,0.309655281,0.464889005,0.645293442,0.497992587,0.602312964,0.439673367,0.43256107,0.587156633,0.389011118,0.627562314,0.45272794,0.614393159,0.632948023,0.846283942,0.303552213,0.717967097,0.68308005,0.560490264,0.172804588,0.403760188,0.451964887,0.702187441,0.589304164,0.436008376,0.596717642,0.602501829,0.334179658,0.712552179,0.744482385,0.494432621,0.486777218,0.722343624,0.646708311,0.574842441,0.211426134,0.465599346,0.566975066,0.644681236,0.376803496
barn,0.801912408,0.505037455,0.86873673,0.770293244,0.356480286,1,0.737495482,0.775475133,0.717945394,0.634083092,0.737869906,0.714798841,0.646003814,0.703173207,0.758684977,0.501225083,0.622361099,0.375586836,0.739525357,0.80195039,0.59559485,0.818133303,0.840518077,0.715657844,0.661230355,0.65124144,0.614173155,0.827408497,0.619352534,0.80874183,0.631703128,0.793933054,0.772128085,0.614139975,0.526571536,0.674805034,0.38251757,0.513918338,0.711925041,0.873784397,0.788704779,0.581283682,0.408635402,0.470127319,0.706020644,0.619248567,0.46934337,0.796651424,0.571972295,0.273756394,0.738775428,0.613320106,0.518780449,0.759230694,0.705089389,0.56034607,0.815631479,0.817320096,0.684338182,0.834800608
bear,0.828290269,0.777583321,0.762514217,0.671839762,0.529558344,0.737495482,1,0.751570919,0.890532568,0.866393818,0.770673063,0.849823121,0.644272957,0.782225628,0.696179246,0.626575488,0.784209175,0.514907963,0.672516469,0.759290981,0.714995497,0.686622185,0.687266342,0.816333531,0.710624974,0.842840782,0.672260881,0.627647409,0.856423722,0.697947834,0.784708602,0.722362283,0.797958823,0.85273199,0.695967751,0.609778631,0.545172179,0.703956374,0.867668167,0.703997457,0.688276774,0.70317235,0.61682992,0.576497394,0.799161252,0.736485275,0.683640345,0.726669728,0.679344209,0.512598278,0.834255561,0.790998479,0.703102657,0.676546436,0.809120834,0.678013455,0.748990948,0.761983079,0.698777379,0.718538359
bed,0.729726117,0.582138016,0.785024493,0.672149049,0.465465233,0.775475133,0.751570919,1,0.716610856,0.704984707,0.687490303,0.771604304,0.660367821,0.693247393,0.761584912,0.554463087,0.598145815,0.483395374,0.765744862,0.866802607,0.643419822,0.838800485,0.825031937,0.779481698,0.695193244,0.736044882,0.662246945,0.82789783,0.701655299,0.765522064,0.681679427,0.784470989,0.805235874,0.580115111,0.619547935,0.595152997,0.634924366,0.535472729,0.725328151,0.786974604,0.789395574,0.545031941,0.623332219,0.547282305,0.728105006,0.759072386,0.733888026,0.836359256,0.698946459,0.543867593,0.735367559,0.736466732,0.707211543,0.824842019,0.797114162,0.475872438,0.770276321,0.746601091,0.833454184,0.792396252
bee,0.818343169,0.800049469,0.70316454,0.604512597,0.567509768,0.717945394,0.890532568,0.716610856,1,0.907987815,0.805240176,0.908591763,0.76177572,0.802543497,0.646222464,0.581630692,0.87522165,0.506894918,0.778991971,0.783280872,0.829539654,0.658002773,0.729614406,0.905484733,0.844243787,0.826074555,0.693959602,0.63952067,0.878087641,0.74220725,0.870956339,0.724899818,0.858016698,0.882149746,0.758505529,0.70281804,0.574615241,0.819981077,0.902443335,0.665360655,0.725678048,0.826020932,0.622720003,0.736508448,0.852035377,0.84279423,0.705109357,0.76382325,0.661926334,0.545985883,0.903941329,0.84693518,0.699104657,0.714499023,0.885093109,0.677455135,0.737952799,0.734187108,0.800277025,0.754878537
beetle,0.793873121,0.776169155,0.649770817,0.568431229,0.531996479,0.634083092,0.866393818,0.704984707,0.907987815,1,0.779329066,0.859050488,0.694613962,0.808363896,0.63576294,0.635357341,0.785367315,0.5629198,0.703484649,0.707544795,0.775265327,0.614349915,0.653872711,0.847721912,0.776932704,0.809364225,0.653837762,0.586403924,0.859937873,0.627556462,0.830270789,0.699067356,0.811721813,0.850213553,0.725092531,0.64103424,0.622358293,0.761996747,0.857444971,0.609945478,0.690654541,0.758737361,0.656232532,0.64323606,0.844724779,0.803872175,0.737456563,0.720387681,0.652561668,0.605744816,0.870147629,0.871230251,0.749106388,0.642649571,0.831197222,0.669381768,0.675058733,0.692186195,0.750171158,0.676641461
