term,airplane,ant,apartment,arch,arm,barn,bear,bed,bee,beetle,bell,bicycle,bottle,butterfly,car,carrot,cat,celery,chair,chimney,chisel,church,closet,coat,corn,cow,cup,desk,dog,door,dress,dresser,eye,fly,foot,glass,hammer,hand,horse,house,igloo,key,knife,leg,lettuce,pants,pliers,refrigerator,saw,screwdriver,shirt,skirt,spoon,table,telephone,tomato,train,truck,watch,window
airplane,1,0.421692707,0.504536571,0.462013639,0.343438842,0.617648276,0.443404537,0.40795246,0.619886165,0.626166758,0.548895086,0.66536852,0.351474474,0.346965466,0.601444083,0.429377023,0.477339903,0.246134454,0.350182184,0.59846544,-0.006830971,0.489327679,0.536460549,0.623802939,0.434596831,0.45558658,0.425439426,0.393823867,0.514445253,0.337077722,0.423287446,0.413424002,0.391521149,0.54244572,0.181348553,0.422084381,0.469253615,0.503239148,0.521476461,0.54809781,0.567152939,0.115523979,0.059599356,0.406434142,0.388276116,0.372503755,0.2909676,0.584604507,0.269691642,0.364829484,0.526006593,0.387205678,0.216033048,0.562512428,0.415313109,0.569703459,0.589311807,0.482401517,0.627372189,0.442282118
ant,0.421692707,1,-0.025043468,0.609838609,0.428441696,0.341068787,0.770212454,0.360748679,0.670699229,0.712555665,0.672605433,0.362303031,0.538752568,0.650280235,0.493698734,0.577735687,0.690470725,0.650407955,0.401382033,0.520445605,0.469848699,0.052094393,0.35160569,0.642991974,0.565380471,0.771537469,0.617480846,0.443707863,0.751101058,0.431243323,0.648128559,0.578484777,0.567756236,0.670455575,0.407053647,0.56247429,0.71811626,0.521784038,0.619560763,0.142072183,0.294656451,0.560367803,0.479104925,0.461240518,0.647154925,0.500963867,0.638073667,0.499489858,0.629363971,0.464612477,0.475412722,0.477580099,0.566859758,0.488632079,0.695431051,0.655776086,0.314123942,0.348982831,0.697729802,0.440633774
apartment,0.504536571,-0.025043468,1,0.138111846,0.059333849,0.610354032,0.145402859,0.52346233,0.275626698,0.238707974,0.087958074,0.601037026,-0.090299648,-0.093777992,0.507457016,0.04202844,-0.142652221,-0.203680509,0.339132294,0.309187146,-0.404783953,0.804946518,0.505979123,0.322077565,0.190885932,0.037404758,0.214232616,0.185411538,0.105795348,0.271351125,-0.070844738,0.280310647,0.011344619,0.104809759,-0.139094079,0.150314045,0.070034836,0.093775864,0.074587669,0.812996341,0.468071411,-0.243210987,-0.31816837,0.114772871,0.152328091,0.008090872,0.073439529,0.418421028,-0.076010686,0.224067269,0.362922477,0.128757573,-0.080307223,0.466562682,0.039523868,0.201791864,0.507757577,0.274163232,0.354970233,0.310403366
arch,0.462013639,0.609838609,0.138111846,1,0.423904614,0.503351105,0.615138212,0.431113851,0.570930636,0.613172739,0.689716826,0.38126684,0.619972921,0.676494207,0.413252492,0.687121272,0.564118862,0.654782837,0.379667802,0.645025078,0.408332073,0.233699804,0.551375209,0.474194754,0.593542797,0.679431323,0.623855302,0.63106112,0.577555144,0.443095441,0.639030512,0.701449472,0.56785929,0.602777875,0.280090724,0.648079437,0.55580168,0.477415236,0.654628098,0.249643441,0.488628077,0.440260678,0.439440613,0.484645311,0.5815642,0.491418525,0.47380205,0.700627789,0.584785567,0.347344119,0.490641411,0.558000734,0.431812045,0.530299747,0.668657798,0.615976394,0.417721509,0.485284745,0.589464321,0.661170325
arm,0.343438842,0.428441696,0.059333849,0.423904614,1,0.157518617,0.3711069,0.395429435,0.591630238,0.56806314,0.366318954,0.344970343,0.481531297,0.396374869,0.397554856,0.51266843,0.464365126,0.592867895,0.289318173,0.222062573,0.251435718,0.196071857,0.313214933,0.589100885,0.353381637,0.47964716,0.398179993,0.209007961,0.373440287,0.094267171,0.638183386,0.331522016,0.496954441,0.519158346,0.711837083,0.403278363,0.483626856,0.691846902,0.533700199,0.138072966,0.146919081,0.283641816,0.544041648,0.551900795,0.178216047,0.504290697,0.529318913,0.316400606,0.522087871,0.426709591,0.524687084,0.641608953,0.596844957,0.546407728,0.380868869,0.664870925,0.31769878,0.455230383,0.374563468,0.255363425
barn,0.617648276,0.341068787,0.610354032,0.503351105,0.157518617,1,0.483349749,0.488484395,0.541828898,0.462150262,0.500171773,0.60942994,0.259101494,0.361403049,0.601587268,0.250087412,0.275742497,0.144092365,0.410954279,0.63698099,-0.123270067,0.638769328,0.689731372,0.483300944,0.502311734,0.472048181,0.382406808,0.562495594,0.389016973,0.446656124,0.29203206,0.659251017,0.382402073,0.427545514,-0.028512166,0.448913071,0.230413556,0.279335948,0.475887404,0.695141039,0.644601832,-0.010925853,-0.166652944,0.318578926,0.458534653,0.189168128,0.125346692,0.713247276,0.121029417,0.107655564,0.481935788,0.307279558,-0.069407114,0.508104979,0.496325072,0.351866546,0.703317164,0.477909909,0.659358495,0.614390487
bear,0.443404537,0.770212454,0.145402859,0.615138212,0.3711069,0.483349749,1,0.42527009,0.687638111,0.679805567,0.572097047,0.391255793,0.396622297,0.657583449,0.46111213,0.55023911,0.573156693,0.5088346,0.388606227,0.499929337,0.32654072,0.228461176,0.387415411,0.506572311,0.534610148,0.782543909,0.544294399,0.517762441,0.771465564,0.415207709,0.518548113,0.643789561,0.485112104,0.609272496,0.255614786,0.486483064,0.58724062,0.368543291,0.63991273,0.277830504,0.363528103,0.39589552,0.321967753,0.328799188,0.630877499,0.385568765,0.564007204,0.539272263,0.506287011,0.339006842,0.409234801,0.456041957,0.434356431,0.515355939,0.708949336,0.578259932,0.345259384,0.423122306,0.639047685,0.477625441
bed,0.40795246,0.360748679,0.52346233,0.431113851,0.395429435,0.488484395,0.42527009,1,0.443561696,0.469431972,0.354255581,0.62535046,0.302789919,0.228750492,0.56857387,0.370150414,0.240970781,0.314895561,0.518380593,0.441007893,0.071193827,0.531535429,0.594180728,0.521451276,0.477989294,0.447062559,0.497711936,0.482101799,0.324690294,0.395752087,0.365366766,0.530479268,0.344884703,0.299346085,0.278637327,0.431837386,0.426409174,0.31070579,0.333360275,0.528266559,0.417550114,0.167184722,0.234690702,0.337940315,0.388916295,0.315713568,0.445370346,0.483717548,0.367213344,0.444712347,0.485789878,0.430155196,0.307284873,0.679862461,0.501422154,0.472555685,0.504827061,0.397878215,0.522054863,0.546399372
bee,0.619886165,0.670699229,0.275626698,0.570930636,0.591630238,0.541828898,0.687638111,0.443561696,1,0.750770487,0.630503634,0.56605079,0.447835292,0.545848237,0.561938143,0.557491772,0.638061265,0.506279559,0.379937654,0.498778082,0.211969542,0.372581531,0.479016353,0.741900041,0.534646408,0.655691523,0.537873829,0.422357103,0.664643763,0.334966792,0.631966957,0.535408252,0.544923986,0.71051222,0.409829759,0.568839399,0.576116889,0.623736241,0.708104184,0.396388098,0.437795376,0.337947203,0.313790519,0.481737694,0.488227686,0.504880437,0.532216863,0.591769527,0.522390252,0.380845032,0.594853373,0.593874943,0.434303847,0.615410764,0.604882367,0.764266328,0.553867461,0.541646867,0.674905899,0.442571235
beetle,0.626166758,0.712555665,0.238707974,0.613172739,0.56806314,0.462150262,0.679805567,0.469431972,0.750770487,1,0.596244518,0.545676625,0.525775963,0.582163659,0.573578099,0.589100834,0.611655155,0.588892663,0.439049091,0.483064566,0.223686493,0.342766419,0.421892673,0.697439001,0.558677206,0.661292847,0.569034721,0.415518703,0.652654705,0.288161338,0.664888578,0.538918184,0.538634317,0.738061866,0.45510062,0.555212712,0.618617449,0.575521999,0.65670345,0.36436061,0.458956833,0.359767048,0.376134155,0.544342054,0.546123574,0.498603846,0.63397781,0.596223335,0.510941933,0.500042692,0.578735211,0.646436921,0.529776267,0.675258615,0.556939826,0.747792322,0.470245609,0.553432309,0.666494097,0.434111389
bell,0.548895086,0.672605433,0.087958074,0.689716826,0.366318954,0.500171773,0.572097047,0.354255581,0.630503634,0.596244518,1,0.433513245,0.645988687,0.579626095,0.486537477,0.593376893,0.761520005,0.631126222,0.324833485,0.705707182,0.415045284,0.097965244,0.574259497,0.58647498,0.554338634,0.716689511,0.618295544,0.59472838,0.589598374,0.53736587,0.65527611,0.630875883,0.590775069,0.599712595,0.299423786,0.628558631,0.621042569,0.542994489,0.618064457,0.198344992,0.504122015,0.489184962,0.441170856,0.512448116,0.590406436,0.56750045,0.394074543,0.643036906,0.600455475,0.302303122,0.464639292,0.549604579,0.377056243,0.43417702,0.737423018,0.593657009,0.522869326,0.464750833,0.664927044,0.633534306
bicycle,0.66536852,0.362303031,0.601037026,0.38126684,0.344970343,0.60942994,0.391255793,0.62535046,0.56605079,0.545676625,0.433513245,1,0.298543589,0.232614028,0.580294127,0.34316354,0.364727192,0.246433382,0.434377715,0.517899028,0.091756268,0.558318691,0.52210135,0.552006306,0.597606209,0.40725261,0.511122393,0.436637717,0.305618219,0.473360147,0.301195441,0.452606736,0.363297391,0.475431848,0.229775847,0.516512185,0.496027791,0.48718721,0.401280498,0.643042734,0.456634751,0.217503971,0.088861469,0.483104105,0.506898152,0.318679323,0.378959494,0.543610488,0.243101397,0.481663695,0.631003753,0.36768464,0.280931523,0.582618954,0.429932587,0.476000601,0.561782769,0.463488522,0.641792851,0.48501633
