term,airplane,ant,apartment,arch,arm,barn,bear,bed,bee,beetle,bell,bicycle,bottle,butterfly,car,carrot,cat,celery,chair,chimney,chisel,church,closet,coat,corn,cow,cup,desk,dog,door,dress,dresser,eye,fly,foot,glass,hammer,hand,horse,house,igloo,key,knife,leg,lettuce,pants,pliers,refrigerator,saw,screwdriver,shirt,skirt,spoon,table,telephone,tomato,train,truck,watch,window
airplane,1,0.161960661,0.812377094,0.589859356,0.449587799,0.659348272,0.421326128,0.733540703,0.6547913,0.411977645,0.530448485,0.546616343,0.482891365,0.750493597,0.389359139,0.101537108,0.419476106,0.570916965,0.571289365,0.53439572,0.786265238,0.575571767,0.378430859,0.752700917,0.331719242,0.24510288,0.680610436,0.365480435,0.691468663,0.628983061,0.614395933,0.523600646,0.492007516,0.147665783,0.446983369,0.212943685,0.577827908,0.723082684,0.746793829,0.59788747,0.53649575,0.162992207,0.673983035,0.051969621,0.818097631,0.088430462,0.609534196,0.863803575,0.497786417,0.265155174,0.352762005,0.410384844,0.489329976,0.307509871,0.316332555,0.721467391,0.573769888,0.229269647,0.83357186,0.817514621
ant,0.161960661,1,0.329738865,0.44826114,0.344902697,0.112369895,0.264165281,0.133887734,0.477798831,0.635104138,0.016848587,0.197816411,0.332525636,0.272814766,0.461414687,0.661124994,0.675046504,-0.022742152,-0.213731967,0.338423822,0.11913679,0.215754223,0.481472539,0.279542761,0.485942194,0.562821157,-0.029980895,0.114498171,0.198115805,0.319035359,-7.63E-05,0.311523254,0.480101268,0.617938008,-0.003496694,0.465489066,0.270790239,0.10244336,0.338096579,0.566610074,0.310683062,0.377263442,-0.009771374,0.512291619,-0.014383566,0.567776322,0.093279502,0.126093956,-0.020818171,0.387474575,0.586412048,0.412279979,0.247534135,0.542770645,0.68917259,0.01241651,0.278902062,0.316764639,0.269674893,0.245410222
apartment,0.812377094,0.329738865,1,0.722187112,0.439760455,0.644412965,0.446044471,0.703388684,0.673378118,0.426709377,0.508350149,0.473608938,0.462352368,0.766931395,0.364794764,0.172404438,0.557030895,0.413937201,0.467199514,0.615335331,0.697051627,0.605774599,0.525376552,0.816554392,0.489699104,0.382567072,0.615286449,0.389094255,0.572707851,0.661051439,0.600748263,0.594287913,0.516071224,0.260670154,0.364267225,0.395623562,0.560442716,0.638190806,0.801539231,0.696519118,0.570806486,0.348261171,0.482333894,0.296207529,0.696635811,0.259744422,0.462372068,0.822235419,0.397859246,0.226262982,0.446826724,0.489138501,0.427707535,0.505568422,0.40180651,0.665624791,0.608654035,0.176247925,0.766685807,0.82627277
arch,0.589859356,0.44826114,0.722187112,1,0.293597255,0.712896252,0.588286079,0.345833615,0.742714983,0.590510029,0.647577867,0.567807875,0.590433929,0.685883345,0.531742937,0.354468743,0.635761725,0.469774766,0.187439231,0.710228943,0.608709613,0.745058367,0.737679306,0.776826912,0.569647269,0.578065753,0.275614578,0.183803267,0.259153772,0.550234839,0.403006456,0.747038312,0.449710813,0.557032935,0.299567325,0.598491697,0.433025239,0.637681869,0.73359561,0.7343417,0.382144593,0.403243554,0.266421485,0.385755838,0.461566321,0.477539535,0.589352477,0.631937785,0.189450806,0.363925702,0.630033118,0.63385882,0.292271334,0.534225783,0.524889316,0.484109405,0.494008003,0.270082157,0.56494527,0.684968152
arm,0.449587799,0.344902697,0.439760455,0.293597255,1,0.257816217,0.092135248,0.424760823,0.327050114,0.337398752,0.154140476,0.270383553,0.364339796,0.186179602,0.381967989,0.391744353,0.314112268,0.29198257,0.21768714,0.357761069,0.31440435,0.17877882,0.327037276,0.327780735,0.399734303,0.322053276,0.534947677,0.420401572,0.605296337,0.441189409,0.284321429,0.286760505,0.406101607,0.120334592,0.354879866,0.240255097,0.464965119,0.178595298,0.443149771,0.54434161,0.256818814,0.452972991,0.407993846,0.478559369,0.283736595,0.316212611,0.052858672,0.378005389,0.484798243,0.175353092,0.254522393,0.264520853,0.227582395,0.381657871,0.158613846,0.373006689,0.527455963,0.489479116,0.388340325,0.333223125
barn,0.659348272,0.112369895,0.644412965,0.712896252,0.257816217,1,0.654284937,0.465609095,0.684369108,0.381583696,0.682812687,0.646381681,0.644232556,0.696757483,0.540845734,0.090623038,0.367471272,0.696048122,0.355092946,0.63433041,0.756551226,0.803290022,0.533039378,0.762833215,0.413803815,0.401389655,0.40909443,0.136953312,0.358914643,0.6433313,0.515389377,0.659537383,0.343299826,0.315551311,0.389289921,0.349544021,0.352101942,0.706589402,0.773257554,0.635768734,0.328311535,0.243626403,0.405566112,0.103718299,0.626713523,0.211430899,0.664676628,0.709040361,0.219953444,0.209426504,0.55547667,0.535619888,0.371185479,0.220729074,0.333177308,0.521207901,0.547957451,0.122190701,0.609746572,0.695084199
bear,0.421326128,0.264165281,0.446044471,0.588286079,0.092135248,0.654284937,1,0.116795211,0.493172098,0.462200542,0.624570322,0.748750242,0.597037147,0.542130431,0.469965016,0.420822318,0.332612909,0.40059745,0.080566422,0.701594495,0.476728883,0.667178079,0.555341274,0.52364963,0.511364268,0.605886494,0.064767037,-0.116761185,0.106967233,0.55824759,0.414144517,0.653689236,0.020033017,0.594768817,0.359185296,0.416622436,0.329311345,0.378251965,0.54634655,0.545343808,0.444559498,0.246011902,0.193651008,0.194375573,0.399866561,0.265641946,0.709994257,0.464895842,0.01083474,0.441609913,0.705296662,0.676608124,0.484244397,0.322848344,0.577003488,0.424878026,0.331543634,-0.080783004,0.321465836,0.522021336
bed,0.733540703,0.133887734,0.703388684,0.345833615,0.424760823,0.465609095,0.116795211,1,0.376193978,0.101268989,0.2628825,0.201927836,0.234502573,0.516059776,0.12621197,-0.163228426,0.258225973,0.458286125,0.703329808,0.242752542,0.655666039,0.303673186,0.065587857,0.539556162,0.06364661,-0.056509961,0.784568585,0.558672359,0.72966854,0.433081995,0.565486771,0.160918824,0.522518939,-0.163612585,0.436723818,0.05417409,0.510798211,0.565221851,0.606492731,0.432063637,0.33236213,0.040440923,0.692304253,-0.007878128,0.735126801,-0.036853043,0.26240607,0.708787624,0.58737231,-0.017719637,0.054576359,0.051049719,0.390073618,0.145528461,0.058551393,0.618062821,0.478406109,0.211662466,0.78885298,0.639644147
bee,0.6547913,0.477798831,0.673378118,0.742714983,0.327050114,0.684369108,0.493172098,0.376193978,1,0.712249906,0.619606647,0.594268425,0.619781202,0.765209747,0.689500506,0.355315601,0.68179886,0.480108152,0.136069158,0.62642337,0.67416446,0.696076235,0.705526975,0.765172613,0.601202382,0.586790086,0.335869027,0.11424423,0.318347521,0.699264793,0.328952621,0.693825905,0.55706416,0.518741036,0.204524073,0.477918311,0.269630027,0.659861259,0.783581649,0.701659853,0.543373416,0.447490416,0.233465981,0.355099848,0.557113931,0.475790664,0.572793079,0.63545399,0.179457982,0.399649447,0.674589938,0.618888265,0.248096943,0.439337049,0.604782215,0.37875346,0.601430819,0.203135976,0.646961217,0.634934648
beetle,0.411977645,0.635104138,0.426709377,0.590510029,0.337398752,0.381583696,0.462200542,0.101268989,0.712249906,1,0.382849289,0.473041982,0.639241591,0.580573345,0.642377797,0.70583444,0.707800881,0.086083952,-0.277194886,0.597635007,0.296087682,0.523035089,0.795106581,0.519762172,0.716785337,0.798833243,-0.031365135,0.108824557,0.079778038,0.549106551,0.070733285,0.722832068,0.412931556,0.740851494,0.145576866,0.633346762,0.265907134,0.307384038,0.528073856,0.617619057,0.609679349,0.557255544,-0.053395764,0.603880506,0.213782738,0.722150091,0.429129588,0.318866509,0.056260512,0.650190719,0.776262476,0.701369967,0.204580347,0.725202449,0.815543352,0.170938086,0.401883716,0.340697188,0.417546757,0.380803912
