term,airplane,ant,apartment,arch,arm,barn,bear,bed,bee,beetle,bell,bicycle,bottle,butterfly,car,carrot,cat,celery,chair,chimney,chisel,church,closet,coat,corn,cow,cup,desk,dog,door,dress,dresser,eye,fly,foot,glass,hammer,hand,horse,house,igloo,key,knife,leg,lettuce,pants,pliers,refrigerator,saw,screwdriver,shirt,skirt,spoon,table,telephone,tomato,train,truck,watch,window
airplane,1,0.68151289,0.661019407,0.706175209,0.521204676,0.760904638,0.796520304,0.731668214,0.78683161,0.726116699,0.640781582,0.826313222,0.235371328,0.591356663,0.814203182,0.473977183,0.58308018,0.337852433,0.361133448,0.722147905,0.539823321,0.799525689,0.635868916,0.698297722,0.632347497,0.684948668,0.677125477,0.719495346,0.644457494,0.540395141,0.51792776,0.711625326,0.745344553,0.714484696,0.648904134,0.498439072,0.293881495,0.596248816,0.739670518,0.814885557,0.687515477,0.55554921,0.178636961,0.436059978,0.720859291,0.38226969,0.366318854,0.595397658,0.530445117,0.15563715,0.726451466,0.513882574,0.50587966,0.761933,0.719271701,0.684024663,0.778002899,0.743222508,0.614308546,0.600706169
ant,0.68151289,1,0.55982662,0.553543126,0.436744816,0.67545138,0.738186817,0.719316413,0.723872931,0.737086352,0.685963108,0.753269936,0.137293874,0.702709109,0.756040267,0.375933785,0.5710241,0.45714314,0.457990165,0.622573056,0.337428222,0.613259579,0.432983612,0.712938634,0.679830719,0.846498448,0.707533686,0.605067948,0.731035378,0.393988192,0.591073898,0.740126637,0.69288665,0.738431846,0.43877608,0.418372789,0.463049306,0.574805713,0.740481847,0.690097743,0.615999505,0.541373311,-0.033840075,0.223600485,0.831925985,0.44320621,0.554968409,0.462857329,0.417856484,0.126617736,0.772158618,0.385031454,0.438730015,0.706829696,0.752831506,0.650312426,0.751876606,0.492168056,0.704698886,0.461609844
apartment,0.661019407,0.55982662,1,0.790945835,0.446077405,0.850677273,0.785769934,0.740393146,0.617971249,0.784961282,0.614141968,0.749925063,0.274282244,0.681600101,0.69120105,0.397462264,0.503038166,0.254355059,0.49099013,0.774161669,0.609986996,0.842322759,0.739287127,0.732385875,0.590404578,0.650513298,0.585352147,0.72142575,0.683082265,0.697004917,0.55227287,0.739745848,0.7102496,0.599708064,0.623361162,0.58754875,0.308110522,0.426140581,0.63755871,0.847693008,0.526998992,0.564666742,0.241356808,0.516891032,0.652231437,0.444942138,0.374985135,0.807023218,0.579072699,0.088046979,0.74361172,0.615718298,0.464959471,0.816964607,0.74630286,0.648993115,0.682816538,0.661040642,0.640419959,0.749135153
arch,0.706175209,0.553543126,0.790945835,1,0.500616051,0.811580918,0.819615728,0.720051794,0.69346966,0.780534617,0.703633556,0.70973583,0.459391666,0.710247589,0.692532592,0.42251964,0.556172284,0.248776269,0.446851211,0.67472311,0.7220542,0.73670983,0.749081947,0.679830167,0.614602801,0.646520552,0.740269493,0.76864665,0.624440494,0.83232535,0.622669756,0.742260377,0.728841527,0.710113731,0.75116565,0.705999322,0.416653679,0.565347233,0.672569416,0.778274667,0.523003711,0.735965035,0.399438841,0.60127757,0.675571809,0.491148995,0.486309261,0.826562876,0.696680173,0.196196504,0.742631339,0.747206956,0.626153515,0.809718458,0.73791666,0.821716135,0.67878708,0.762629144,0.618986212,0.85981173
arm,0.521204676,0.436744816,0.446077405,0.500616051,1,0.514056076,0.60370283,0.550187768,0.44833901,0.65568257,0.646449983,0.556334684,0.314429739,0.462264594,0.381656946,0.657193038,0.390130313,0.552271021,0.288790877,0.553499389,0.242677928,0.478623245,0.350380531,0.625766716,0.369733772,0.565762129,0.601593522,0.402471098,0.636821288,0.411689488,0.466141599,0.52444341,0.388962782,0.605352521,0.53789115,0.406322377,0.577692414,0.416875072,0.473694548,0.483968713,0.234369539,0.268190347,0.462901121,0.159542323,0.484025121,0.25993462,0.664535939,0.51886004,0.684175968,0.624951736,0.561231461,0.619271693,0.706199839,0.480376471,0.626562914,0.502093788,0.429291907,0.245240813,0.315604798,0.459557178
barn,0.760904638,0.67545138,0.850677273,0.811580918,0.514056076,1,0.84058166,0.767576027,0.741485979,0.836355894,0.742170805,0.82310169,0.283976249,0.771292635,0.804228176,0.449173104,0.637938226,0.226457483,0.612674524,0.759889368,0.6562698,0.863619659,0.728881271,0.83669789,0.780530717,0.770660142,0.702777981,0.806501573,0.71418693,0.734844462,0.679435732,0.824825081,0.825167748,0.78238471,0.676089449,0.646399829,0.332392814,0.656775774,0.811710019,0.904821674,0.641282966,0.674669412,0.200433311,0.578642541,0.829205151,0.509078209,0.421390491,0.768142808,0.555078547,0.101782966,0.849742661,0.64464764,0.524183199,0.847791865,0.83248116,0.716372311,0.841347038,0.720602377,0.770409748,0.760151784
bear,0.796520304,0.738186817,0.785769934,0.819615728,0.60370283,0.84058166,1,0.842083937,0.767395992,0.907579422,0.771160912,0.821972318,0.278428026,0.802698811,0.792384287,0.480984012,0.607234197,0.393255991,0.413661633,0.73568053,0.611894302,0.757349757,0.627721591,0.758530691,0.744551475,0.830853536,0.79571111,0.755205184,0.831972193,0.670137294,0.622059904,0.784157656,0.800265047,0.811975697,0.665514425,0.586516978,0.483620568,0.582197138,0.751133807,0.846324975,0.546856088,0.661060288,0.295390249,0.42688817,0.813471211,0.418010166,0.588717547,0.722113452,0.660815579,0.246696551,0.826184838,0.628012228,0.668376731,0.803944761,0.8393016,0.812337949,0.766486661,0.693004189,0.750588954,0.694261081
bed,0.731668214,0.719316413,0.740393146,0.720051794,0.550187768,0.767576027,0.842083937,1,0.647047055,0.829861829,0.662987375,0.755699513,0.137141456,0.654743016,0.80516831,0.518791668,0.462338339,0.406487485,0.393427781,0.772838694,0.470401967,0.721943919,0.558384495,0.728066166,0.647559814,0.8437049,0.675262577,0.762541551,0.808934133,0.592467869,0.494948987,0.798089578,0.726953378,0.673217999,0.649322667,0.428069897,0.476265622,0.466260394,0.664434719,0.806628,0.581220596,0.527238007,0.241264995,0.24491373,0.793076813,0.383941347,0.612022834,0.581870239,0.586250688,0.283487492,0.749438248,0.455486065,0.666252239,0.790818916,0.83179649,0.646325672,0.751935102,0.631852389,0.668018229,0.585796181
bee,0.78683161,0.723872931,0.617971249,0.69346966,0.44833901,0.741485979,0.767395992,0.647047055,1,0.687789226,0.738121675,0.812085344,0.327662564,0.713958464,0.73116101,0.341488347,0.706081938,0.373234917,0.516143856,0.652015329,0.578537666,0.696986506,0.652137461,0.744083252,0.705470918,0.702993287,0.760161897,0.664812159,0.584727207,0.564692839,0.650923901,0.736012141,0.754427813,0.785889307,0.628627993,0.631308865,0.355968943,0.73597082,0.760255117,0.749604683,0.701694724,0.664241143,0.09929432,0.485936563,0.780204475,0.522365186,0.446063155,0.612229099,0.493257899,0.075147289,0.760872049,0.604188549,0.485334299,0.707998953,0.748713778,0.778936613,0.76027168,0.636015103,0.673937099,0.649538297
beetle,0.726116699,0.737086352,0.784961282,0.780534617,0.65568257,0.836355894,0.907579422,0.829861829,0.687789226,1,0.782760697,0.809155588,0.24954492,0.798193437,0.730451525,0.55806739,0.565026816,0.363581456,0.462076236,0.738198067,0.538937843,0.735710789,0.601753642,0.804012941,0.738101147,0.827722915,0.722135245,0.712024901,0.900819287,0.659928356,0.663086273,0.76109584,0.781904859,0.826672441,0.639393672,0.564927091,0.565239734,0.563638539,0.745610478,0.823853239,0.454142271,0.640113913,0.367364304,0.409459298,0.798145207,0.419796065,0.61535906,0.717214212,0.669898958,0.295877278,0.861840028,0.61359066,0.670730764,0.807921107,0.840974059,0.745283685,0.756428569,0.599070382,0.693391768,0.679037074
