horse,bear,cat,dog,cow,leg,arm,hand,foot,eye,apartment,igloo,barn,house,church,door,closet,chimney,window,arch,shirt,pants,skirt,coat,dress,chair,dresser,bed,table,desk,ant,butterfly,fly,bee,beetle,knife,bottle,glass,spoon,cup,telephone,key,watch,refrigerator,bell,screwdriver,chisel,pliers,saw,hammer,tomato,celery,corn,carrot,lettuce,bicycle,car,train,truck,airplane
0.36688667873061054,0.44526821763862895,0.4100434612022442,0.3655018910803607,0.35572572848064077,0.29813844459875943,0.3433000749218143,0.33759025280584587,0.3627342528567824,0.370208908992391,0.268477481480312,0.3880578004004258,0.327810958992354,0.3021329743945697,0.22300164541463063,0.2851691319911184,0.3797431100508725,0.304474087929861,0.28346811529738714,0.34918452159687136,0.2599484327955339,0.24881537192862657,0.23489251135982933,0.27871458831462376,0.2759566055579548,0.45472312307263996,0.43767041778577476,0.32958414439283223,0.309863785794189,0.41016400538525494,0.484515926041209,0.38847202360898336,0.3189108946328159,0.45340906423053023,0.3416020603957239,0.3252932335715937,0.2527348663868404,0.29805958743464506,0.29989609052151794,0.2810242390396243,0.12193644440422825,0.38378386965476735,0.4537241263635436,0.24215715009058067,0.6355836359896541,0.28014281596830276,0.3035932592525988,0.25375955922533017,0.47771481493148416,0.4984273265282204,0.17670699263410966,0.12768452893848323,0.24401041620734906,0.22190537062295448,0.1813275821361601,0.33145502964984397,0.28948417814147615,0.2920135576313166,0.31956327612515734,0.29464170227342223
0.13361048347028612,0.16490145756425686,0.11108900860573415,0.12262681104420191,0.1723450523510421,0.18815850413833463,0.1991325196280324,0.20789467542601428,0.21223493119030246,0.2604185283186383,0.040710445432207955,0.14547515804044348,0.06731822566703705,-0.0773938301592887,-0.026690010272314244,0.17778258954692527,0.14892904178889865,0.23028508016726024,0.23473028761250647,0.13389821643746688,0.10385977445469353,0.13009124060568236,0.17574418097944688,0.20651791988686535,0.15584821817063438,-0.24259708140494451,-0.02021213205548458,0.19203675951466984,0.2268881951538801,0.18767018481101425,0.11195797183966838,0.17546783875879915,0.15427928367546503,0.04129827822042449,0.16777912898691275,0.19518248691196088,0.1739662392369451,0.23489952391663996,0.17988977890040256,-0.004160572328522349,0.01465054980964836,0.3132600069716168,0.17149876954767715,0.19013316765698712,-0.3582872502260931,0.21925341559406603,0.19083010009784337,0.20684684454821142,-0.11001778132167883,0.04465341635732175,0.13521125608280066,0.1033840342657219,0.1539872170551006,0.1418000835911817,0.13501675397368146,0.21206124523479752,0.15118102047616505,0.1120888184386859,0.1684188168206438,0.14969729031649615
-0.13837839538369778,-0.12269331802104777,-0.13406674363449983,-0.1419827328483701,-0.009979833786060814,-0.07733292457371523,-0.11228859244050465,-0.1847791346862913,-0.13348094479706654,-0.14312689605128828,-0.06450391817384646,0.28102365775010674,-0.060753832614884686,-0.2993406214108725,-0.20276513345763905,-0.10056382323850935,0.08799190050912344,0.016403469421106313,-0.10523633838603245,-0.03052831656850291,-0.031963325829602256,0.01896393055901126,0.01362354672673887,-0.05740019587994433,-0.05893600762590765,-0.26567939131574325,0.2349660318625104,-0.11625861873999505,-0.15484407526174518,-0.057723188439751535,0.07584224476199279,-0.007813669536124347,-0.10778986670866993,0.0013329204786244194,0.028942697974911693,-0.031188134506481675,-0.06913329566630692,-0.10254577452559356,0.03888696709948445,-0.16055384618823806,-0.08580228161960628,-0.16017743084580646,-0.19102262979437157,0.06913018471534642,-0.037579305838934596,0.09588427601554356,0.12315619399071731,0.11298811143532429,-0.3228945646987691,0.028723226055482956,-0.012356061827489084,0.01865190063273888,-0.041639841369895694,0.02866606455534474,0.020496194394717004,0.012429934977767332,-0.16834709551863386,-0.15520395107722576,-0.03955518970650889,0.05205916294198119
-0.07454578627813746,-0.1838785629774907,-0.12720342544556187,-0.14902078856943213,-0.12220341319706735,-0.087400877665888,-0.09755935319261007,-0.13375398341746234,0.0905475844848085,-0.17758527528538923,0.038944732087411546,0.019885030492934407,0.012658716612239223,0.08947272490536895,0.06864643567141832,-0.06238366625786757,-0.16286713492856653,-0.07365480614393599,-0.014035660553776592,-0.036900159756333394,-0.06670618304104947,-0.11875176515666827,-0.11256478469444897,-0.1395191444102673,-0.13931934317802097,-0.053883157846447295,-0.10574100938530621,-0.02117993096325515,0.13557881161455795,0.04153584653009033,-0.11735263730984484,-0.09113991767070487,-0.03634418426366056,-0.12985186887804115,-0.10909585982773859,-0.14790296303248443,-0.04554858095287939,-0.10499700556924538,-0.10712287350675524,0.053513219086564236,0.20022453527243878,-0.01678914963224156,-0.09366021269906599,-0.02431890969956632,-0.08383768013942036,-0.05394525809467488,-0.07616478288698451,-0.058377721642821234,-0.06426703765216336,-0.15641343929313467,-0.08023571875844591,-0.045763110677498615,-0.07120427106872984,-0.09476097725784634,-0.0690508140770696,-0.03445652122690579,0.052192798550965654,0.08404587332884884,-0.0053333680522322105,-0.041887687617923275
-0.28986617809225096,-0.28318748009133776,-0.2210453561124413,-0.2401258755989977,-0.32378998260165853,-0.20719609498266156,-0.1593468801123086,-0.22995945934409287,-0.2583255607435883,-0.11677746009991492,-0.20562858713425924,-0.16108700698608447,-0.3237681837389744,-0.1615163706108313,-0.1276005527939809,-0.2610430788275023,-0.22410119150632185,-0.3108037010692941,-0.09184699294271319,-0.2690772812200911,-0.2819316390221878,-0.28091762835166895,-0.3277102189961356,-0.35242874778754735,-0.2653327269150856,0.07865923699662548,-0.23808837720041606,-0.33662720350340675,-0.00684878965897357,-0.04197044963540798,-0.14777239163281577,-0.3392735745949564,-0.23383449433540585,-0.2117470132761295,-0.2894939979669855,-0.2787299528449749,-0.2761925910561461,-0.32344329776208885,-0.40937759985606714,-0.16139292223687493,0.04702119280105774,0.3142966701993183,-0.19038467405535683,-0.1554013969929268,-0.07473842158426945,-0.14949601632093446,-0.2108246610758543,-0.16797728124659522,-0.11742002727222127,-0.23637761067671148,-0.33221428406583553,-0.2959811225472387,-0.316721339973527,-0.3598365735589506,-0.30751753815317173,-0.19464696273138615,-0.11653400817667064,-0.15903297780332445,-0.1851707161926152,-0.13684377110429805
0.019328444718561842,-0.021118682064344065,-0.10530989621085089,-0.0658094024014236,-0.16528239729054633,-0.12036612062238705,-0.10069463366102953,-0.11330106409154993,-0.11924847284782647,-0.0994587814577388,0.06365299851340216,0.009931836081931504,-0.009508929567306753,0.13358224280242617,0.22548164890646916,-0.11905817303501194,-0.03777246670448491,-0.1790403388460529,-0.17076925991972866,-0.08047568450590126,-0.11554718540919139,-0.16037426972906446,-0.19964058862895204,-0.2309015684106029,-0.08765253723236327,-0.08904296432377147,-0.15917139485474655,-0.15211483989874786,-0.14285043568497685,-0.1280273537940551,-0.12015513678320494,-0.1431260418341652,0.017264637191579228,-0.12489571107192529,-0.13409596261543505,-0.1891767806911832,-0.22181361737514163,-0.27303317573410696,-0.3056581356939661,0.08746734725657686,-0.05156657194297541,0.004697780571251837,0.021941571852083466,-0.17661522907518673,-0.21227609096796052,-0.22252188776433243,-0.17529176519261708,-0.21244690253905166,0.11792979041270397,-0.18289515312219642,-0.25311498740432864,-0.22056936656049944,-0.20553723632813178,-0.26295929064266155,-0.22732113556734537,-0.054068619253965805,0.00028146591654854323,0.14359238365176483,-0.09038608224995784,-0.01979234469294411
0.06159532813595665,0.06196972049405479,0.0654926104615999,0.07331750670345276,0.014619631687179934,0.04789480335383863,0.0703675688191089,0.13278903331342232,0.09438665851343156,0.09881932734619478,0.016101205941785594,-0.13721365062236568,-0.029618447370581235,-0.029823012099458795,0.040507797963213577,0.07252553201663349,-0.028600538236366206,-0.025418485188587994,0.09409089097096146,0.011394190960951126,0.016511238547848393,0.005853506305129802,-0.011976729606193772,0.033451170822716154,0.03822980024105839,-0.11396463366672087,0.06411875748882394,0.08246919276172666,0.1307678999232897,0.018507378498686437,-0.05358873947485058,0.009143124217949824,0.0462099008467863,0.029790969319564667,-0.009897011101539666,0.013501964330810233,0.04271083001747907,0.08317027580463317,-0.027088177230192002,0.01802209886766527,0.03625053896494156,0.1485320734246413,0.0920105981180087,-0.056414667360186646,0.18887203437595182,-0.09305483923520434,-0.0782397796303436,-0.08619155098154085,-0.02695347300956708,0.0537742712801796,0.009776009102855107,-0.013993223674797483,0.015668665863268844,-0.009492866572314042,-0.019872712500751434,0.0012124762372867864,0.10593062038002331,0.07918433678700319,0.02149097189339588,-0.02095929495751779
-0.014147674373716924,-0.13453877118040186,-0.0901868001107463,-0.09523928487248016,-0.09002637106159113,-0.06950879366051005,0.00014225366142223684,-0.020110778053170804,-0.1063421735641975,-0.08334480297775101,0.08378308986725996,0.1802389860574661,0.14191940269922307,0.18165873599949764,0.14006144369330983,0.07023469693223638,-0.06086302044361163,0.06544788604230818,0.16980708328808003,0.05702772251480408,0.005729332660287989,-0.023868559445894735,0.007028695352587402,0.02165786838032261,-0.03241743205901533,0.0858727524415439,0.11098196633104468,0.053816345223456206,0.10088491917559705,0.13118347435087288,-0.018994439543782424,5.87631388167219e-05,-0.014777302389701279,-0.05933895174388179,-0.026875399700393172,-0.056147003048697346,0.038170201655852,0.12419204676641851,0.030218675597080875,0.0675657425614204,-0.026303795577798147,0.12941113898849557,-0.035524129403482325,0.12363028168112414,2.279161923673157e-05,0.0823915603927782,0.04877254034962928,0.0930635458687866,-0.09351577829001081,-0.04582518000644556,0.025741267461244072,0.021880791349267164,0.021920640751289053,0.00895148615284583,0.01312221721082054,0.12834719975685216,0.1254274080679804,0.11764230209276604,0.054203756800905833,0.021061342131775497
0.0018393725098692789,-0.10201846022128627,-0.16788241035197538,-0.15141613211739957,-0.09092713241715976,-0.02448647030739385,0.020607847810145862,-0.1650418738682185,0.05840835193162599,-0.11982806415140895,0.09348829080184952,-0.0524852568552166,0.1432211352104709,0.06576908052935336,0.0959157699714615,-0.02419407649544832,-0.04791713748458214,0.10632200850927814,-0.03256434859794615,0.1427874922836775,-0.05610872331432799,-0.1141536247993103,-0.05760024414167626,-0.05850031685551829,-0.08269905472343866,0.056590941260469575,0.00600543575494113,-0.05285484228391314,-0.0570642207120495,0.04626089148228593,-0.059872665514621816,-0.0014088721349539157,0.010832847719969816,-0.06816272022359667,-0.016358864558116547,-0.04369762200180881,-0.08174323072983507,-0.002690899062085691,-0.1207453831376478,0.031011155629154536,-0.00012085659194042396,-0.005319482556351187,-0.15385905351998744,0.030880155265260455,0.12420346482873865,-0.055246616229755054,-0.0423081894727027,-0.054421295322943715,-0.07088999205965832,-0.0024578857614833698,-0.1408113511520039,-0.1366829523771177,-0.04652193234221908,-0.1631764209669715,-0.12532339633463438,0.1416186782434328,0.004784375551965997,0.11418398919234904,0.11093797557509301,0.11753537960146952
0.08496616197594965,0.07026381613394338,0.11057272300690812,0.10556990347853958,-0.026156621410849755,-0.05483728109884293,0.006926868033390642,0.045524594116699034,-0.06262622481989935,-0.08576744314920981,0.055794657960730576,0.13280259872704606,0.06336415396464799,-0.016616380731863847,-0.03585521588879585,0.08383181595467423,0.12627405487011725,-0.044498431276089455,0.08734270195608006,-0.04236527168208138,0.12391308815592206,0.11470436749453583,0.05508099152104913,-0.03403343148952943,0.150115077819662,0.08150386546595906,0.07357237381313195,0.05117554737046609,0.04833281906734161,0.2543005661829157,0.06342702108701638,0.016967458859717514,0.04246947201754945,0.03284606505098169,-0.031267799053746236,0.036164555170749214,0.0045939268087677575,-0.03620555759348634,0.0007253704829166276,0.06960112801122649,0.06185886595758764,0.10070017104213824,0.2854877892245336,0.022778118629808865,0.06363848635217718,0.0441277682550149,0.0046703907340240255,0.01706484794299637,0.0429718489072357,0.06291848632711923,-0.07578880565884251,-0.06557382600712784,-0.08012785554002386,-0.04743389176435384,-0.07337948158983128,0.13757922646481072,0.13102949353992208,0.08789434158274737,0.10235258329399903,0.04989379029748591
0.03304428554316961,0.03160577124556949,0.011305379083186216,0.044653305017145116,0.09430914809643635,0.08415690889462404,-0.007001097145865287,-0.0064558293269872035,0.04659741091851774,0.13081293982923178,-0.026957521960769008,0.026170727673127975,0.11978165786358744,0.1857222521232605,0.16018681408214228,-0.016220933718785732,-0.04052867000497086,0.002291893340001621,-0.09114974395656092,-0.024397803770807566,-0.04870945904250435,-0.04291997781621165,-0.05433666475270777,-0.019019940651299087,-0.08423107046196485,0.09241345874407204,-0.06356899437238797,0.08106475935342138,-0.061898442976409195,-0.04496723918579461,-0.015990446364271185,-0.024129985303195267,-0.005642341629958932,0.02559475252801266,-0.006533529124150866,-0.05651266800856305,-0.011388075865004081,-0.072893221424481,0.03154075577382435,-0.002850129820659126,0.04652611920268177,-0.00907046065393166,0.0021689766721140094,-0.056535283877866466,0.01914025519745333,-0.09411112075449098,-0.03964526822525341,-0.04881350525337868,0.02719234504897584,-0.1362702888146488,0.0903721287321754,0.0883377415366588,0.1064470159153751,0.0905971987908416,0.10271942382265699,-0.09897897367148982,-0.021334253966274263,0.08369143309180274,-0.10872824649621335,-0.1359529253904907
-0.05844246800330338,-0.049353112692230625,-0.035016928805493036,-0.02050126275486117,0.1356366482064183,-0.14109412213738917,-0.2130416103413898,-0.1631874267992631,-0.16716021554843175,-0.09458324024672979,-0.0633587635995886,-0.02233204132860756,-0.060320316722074545,-0.0889843267728433,-0.06930839822681592,-0.2529942182841671,-0.1278942719029876,-0.22957410133446357,-0.215713804210696,-0.20306645281312788,-0.05042357924562742,-0.08534474205222893,-0.11386005043493373,-0.012382293224967896,-0.02778076063720812,0.016203280519145626,-0.062476623574048616,-0.06219089804534335,-0.034382313895428576,-0.09291220874859825,-0.0005017902172597937,-0.007033968744370432,-0.057798731518088696,0.050487790975791945,0.05487484343185036,-0.08721498996750793,0.13659821039128806,-0.045338862632803,0.3690178035261671,0.1528832281948101,-0.04487832483016463,0.04390410854039752,-0.10039986973736081,-0.029945054565317937,-0.06975027642737215,-0.18767800432921053,-0.17861897573693633,-0.15543165351671623,-0.08397177049608952,-0.15890038916040564,0.6382594005105952,0.5687159511144989,0.4596535351693995,0.5995082142125145,0.5393488245475042,-0.12062525997034935,-0.11357450375740531,-0.09952808818926573,-0.10718384469635255,-0.11281214238639521
-0.013977472268822521,0.03661127127979095,-0.03344670107856887,-0.022618951713116144,-0.006718190008259149,-0.15420553163560943,-0.1314715785339423,-0.046460713361510704,-0.09109756042210303,-0.024614837359630607,0.09884770103944468,0.018026346310489664,0.12880351153221564,0.15227151852517137,0.12972210835390283,-0.06594333362661323,0.004576214725574066,-0.023915105649410545,-0.03729117738485748,0.04165243530557552,-0.05431514123186332,-0.04052968953331308,0.0018395744792534293,-0.0011560665216377415,0.07057319647723072,0.02969890445466129,0.07964889121097227,0.0045815954588978875,-0.0615732897936295,0.04524594761812912,-0.05624857620642892,0.0542693022884652,-0.0998666266976879,0.006266818602518466,-0.005984550219082577,-0.102542791039207,-0.05679108433846614,0.014185877094855373,-0.01902828979601474,-0.12841564424453064,0.2046951553927679,0.06673656710186684,-0.07735379129381605,-0.07824492105167218,-0.0036132145987846464,-0.1256642967992717,-0.07250396483766916,-0.10686841590529016,-0.11166950096820363,-0.13243557822382168,0.06018500205324488,0.050080303468962396,0.02765576902909929,0.05276202802001685,0.04853665583889222,-0.07846226762768818,-0.07324482628854546,-0.05348518959859845,-0.16173108378203405,-0.13452402159782664
-0.0864109702297311,0.012806775491464509,-0.019237373966449613,-0.07958358923282935,-0.04861781978583551,-0.05589373031846139,-0.11162062732402861,-0.09968554771985795,-0.11711389831298806,0.040047357430041265,0.02981970640947432,-0.0199526594732297,0.04805835254746947,-0.0032579515786741527,0.05210693963245194,-0.07893207230385688,-0.023200955486455246,-0.019096998677486713,-0.010013539616121083,0.09727438498911804,-0.000512825828010207,-0.012089435610188739,0.020940268952155866,0.0271157259724181,0.07841787452940017,-0.06826085016391165,0.026269998608405284,-0.03506314066926307,-0.007003629301474871,-0.09832907961813385,0.03167831751042143,0.06014740471871266,-0.09439501344325872,0.015741176106684022,-0.010047748367097487,-0.08831609457320518,-0.07643325881300485,0.01542054900946854,-0.05184858251305734,-0.015249431826913165,-0.012599722399781986,0.011088067563229703,-0.04516047577206376,-0.08947985330499153,0.014770516385465502,-0.1122601095495767,-0.054732630129423455,-0.10861712222179512,-0.053344914168398865,-0.032087141496857,-0.05236062915971902,-0.058696133792396486,-0.06942534543524873,-0.06234225566922164,-0.06383258193774523,-0.1059286020948162,-0.15827264249506912,-0.07495853912664632,-0.16182845358200798,-0.09935636263211801
